NOME,SIMBOLO_NOMEACAO,TITULO_PORTARIA,DATA_PORTARIA,LINK_PORTARIA
maxwel de souza lima ventura,102.1,"PORTARIA Nº 516, de 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=16
filipe guerra lopes sathler,101.2,"PORTARIA Nº 517, de 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=16
loyanne lima de andrade,101.2,"PORTARIA Nº 525, de 22 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=16
letícia canton,102.4,"PORTARIA Nº 228, DE 21 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=5
bruno machado queiroz,101.4,"PORTARIA Nº 239, DE 21 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=5
shayene agatha marzarotto,101.3,"PORTARIA Nº 241, DE 21 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=5
elielma ribeiro borcem,101.4,"PORTARIA Nº 242, DE 21 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=5
henrique gonçalves de almeida,101.4,"PORTARIA Nº 248, DE 21 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=5
ailton bonifacio,101.2,"PORTARIA Nº 526, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=16
alef melo silva,101.1,"PORTARIA Nº 527, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=16
ana paula andrade ribeiro,102.1,"PORTARIA Nº 528, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=16
anne caroline rosa marcolino,101.1,"PORTARIA Nº 530, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=16
carolina amorim da silva bittencourt,101.2,"PORTARIA Nº 532, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=16
caroline eidt duarte,101.1,"PORTARIA Nº 533, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=16
clodoaldo de brito sobrinho,101.2,"PORTARIA Nº 534, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=17
david antônio de lima silva,101.1,"PORTARIA Nº 535, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=17
deolinda francisco de matos lima,101.2,"PORTARIA Nº 536, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=17
ediomara ferreira postai,101.1,"PORTARIA Nº 538, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=17
fabio hudson souza soares,102.1,"PORTARIA Nº 540, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=17
francisco osvaldo alves barbosa,101.2,"PORTARIA Nº 541, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=17
hellen karolyne soares dos santos,102.1,"PORTARIA Nº 542, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=17
juliana bragança campos,101.1,"PORTARIA Nº 543, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=17
kelly marques de carvalho,101.1,"PORTARIA Nº 544, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=17
leilane pereira carvalho,101.2,"PORTARIA Nº 545, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=17
luciene mignani,101.2,"PORTARIA Nº 546, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=17
márcio rodrigues de carvalho,101.2,"PORTARIA Nº 547, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=17
maria janaina martins dos santos,101.2,"PORTARIA Nº 548, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=17
mario luiz lopes aguiar,101.2,"PORTARIA Nº 549, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=17
maurício lang dos santos,101.2,"PORTARIA Nº 550, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=17
olga maria de oliveira sinmbuh,101.2,"PORTARIA Nº 551, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=17
rafaell rocha lobato miguel,101.1,"PORTARIA Nº 552, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=18
renata cristina silveira,101.2,"PORTARIA Nº 554, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=18
rubens da silva filho,101.1,"PORTARIA Nº 555, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=18
rui donizete teixeira,101.2,"PORTARIA Nº 556, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=18
simone goncalves barreto,101.2,"PORTARIA Nº 557, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=18
suellen taciene brasil de souza,101.2,"PORTARIA Nº 558, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=18
susana santos gomes,101.2,"PORTARIA Nº 559, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=18
thais melissa macedo vasconcelos,101.1,"PORTARIA Nº 560, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=18
valdimere ferreira,101.2,"PORTARIA Nº 561, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=18
vanessa souza silva,101.1,"PORTARIA Nº 562, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=18
vânia maria de queiroz almeida,101.2,"PORTARIA Nº 563, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=18
wanderson luis alves castanhedes,101.2,"PORTARIA Nº 565, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=18
wilson jose rodrigues de abreu,101.2,"PORTARIA Nº 566, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=18
luisa freitas costa,101.1,"PORTARIA Nº 738, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=28
wanessa moraes nogueira cabral,101.2,"PORTARIA Nº 739, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=28
bárbara da silva costa,101.2,"PORTARIA Nº 740, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=28
maria cláudia de brito andré silva,101.1,"PORTARIA Nº 741, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=28
érika teixeira dos santos,101.2,"PORTARIA Nº 742, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=28
carla silva tolentino,102.1,"PORTARIA Nº 743, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=28
ingred duarte marques,102.1,"PORTARIA Nº 744, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=28
renata frota ribeiro,101.2,"PORTARIA Nº 745, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=28
louer mesquita de moura,101.2,"PORTARIA Nº 746, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=28
flávio de souza ramos,101.2,"PORTARIA Nº 747, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=28
divanir moura mattos junior,101.1,"PORTARIA Nº 748, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=28
giselle vieira dos santos,101.2,"PORTARIA Nº 749, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=28
raisa sampaio,101.2,"PORTARIA Nº 750, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=28
bruno rocha lorenzatto,101.1,"PORTARIA Nº 751, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=28
ítalo lobo gualberto,101.2,"PORTARIA Nº 752, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=28
saellen oliveira da silva,101.1,"PORTARIA Nº 753, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=29
thaiz figueiredo de oliveira reis,101.2,"PORTARIA Nº 754, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=29
hellen karolinne oliveira machado,102.1,"PORTARIA Nº 755, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=29
inacia mendes bocchat rezende,101.2,"PORTARIA Nº 756, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=29
gabriela reis balbino,102.1,"PORTARIA Nº 797, DE 24 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=31
glair nogueira moraes,102.2,"PORTARIA Nº 824, DE 24 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=32
claudia fernandes resende,101.2,"PORTARIA Nº 855, DE 24 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=34
paulo henrique bernardino de lima,101.1,"PORTARIA Nº 856, 24 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=34
hebe teixeira romano pereira da silva,101.4,"PORTARIA Nº 33, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=68
dayana pereira xavier da silva,101.4,"PORTARIA Nº 217, DE 21 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=5
wesley de almeida,102.1,"PORTARIA Nº 219, DE 21 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=5
marcos vinicius almeida cruvinel,102.1,"PORTARIA Nº 220, DE 21 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=5
marcia domingues pereira,101.2,"PORTARIA Nº 221, DE 21 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=5
aline gonçalves da silva,102.1,"PORTARIA Nº 222, DE 21 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=5
cristiane de oliveira castro,102.1,"PORTARIA Nº 223, DE 21 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=5
dorivaldo cesar vieira da silva,101.2,"PORTARIA Nº 607, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=21
marcos pereira barbosa,101.1,"PORTARIA Nº 608, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=21
fernanda teixeira de carvalho von sohsten,101.2,"PORTARIA Nº 698, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=26
rodrigo portal de matos,101.4,PORTARIAS DE  24  DE  JANEIRO    DE 2019,25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=65
jean carlo trevizolo de souza,101.4,PORTARIAS DE  24  DE  JANEIRO    DE 2019,25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=65
iviane cunha e santos,101.4,PORTARIAS DE  24  DE  JANEIRO    DE 2019,25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=65
rodrigo morais português de souza,101.4,PORTARIAS DE  24  DE  JANEIRO    DE 2019,25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=65
márcia aline leal amorim,102.2,"PORTARIA Nº 364/SEPESD/SG-MD, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=43
celso santos bomfim,101.2,"PORTARIA Nº 569, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=19
gelza do nascimento pariz,101.1,"PORTARIA Nº 578, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=19
antônio vagne silva costa,101.2,"PORTARIA Nº 580, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=19
claesia nogueira da costa,101.2,"PORTARIA Nº 587, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=20
aldimir carvalho silva,101.2,"PORTARIA Nº 594, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=20
joão da silva abreu neto,101.1,"PORTARIA Nº 596, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=20
jose alberto do nascimento brandao,101.2,"PORTARIA Nº 599, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=20
dhone guedes de aguiar gomes,101.1,"PORTARIA Nº 603, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=21
magno aldrey martins palmeira,101.2,"PORTARIA Nº 604, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=21
lucio do nascimento batista,101.2,"PORTARIA Nº 613, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=21
leonardo guilherme de lima,101.2,"PORTARIA Nº 616, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=21
daniel gonçalves dos santos,101.2,"PORTARIA Nº 618, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=22
marcos vieira gomes,101.1,"PORTARIA Nº 621, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=22
rosiane almeida minete,101.2,"PORTARIA Nº 622, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=22
leda regina morais vasconcelos gama,101.2,"PORTARIA Nº 629, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=22
marlene pereira miranda,101.2,"PORTARIA Nº 641, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=23
adriana cavalcanti de souza,101.4,"PORTARIA Nº 762, DE 24 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=29
vania regina loyola,102.2,"PORTARIA Nº 764, DE 24 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=29
pedro roberto rocha,102.2,"PORTARIA Nº 765, DE 24 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=29
celda terezinha alarcao,102.1,"PORTARIA Nº 817, DE 24 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=32
eliana reis bastos de jesus,102.1,"PORTARIA Nº 818, DE 24 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=32
alexandre goncalves aspahan,102.1,"PORTARIA Nº 819, DE 24 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=32
bernardo de albuquerque medina,102.1,"PORTARIA Nº 825, DE 24 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=32
cristina gonçalves de andrade farina,102.1,"PORTARIA Nº 826, DE 24 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=32
michelle de souza lourenzatto,101.3,PORTARIAS DE 24 DE JANEIRO DE 2019,25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=67
adriana lourenço pessoa vessoni,101.4,PORTARIAS DE 24 DE JANEIRO DE 2019,25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=67
wellington soares gonçalves,102.4,PORTARIAS DE 24 DE JANEIRO DE 2019,25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=67
thiago hauptmann borelli thomaz,101.3,PORTARIAS DE 24 DE JANEIRO DE 2019,25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=67
creuza alves de lima silva,102.1,PORTARIAS DE 24 DE JANEIRO DE 2019,25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=67
vanessa gonçalves leite de souza,101.4,PORTARIAS DE 24 DE JANEIRO DE 2019,25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=67
afonso filho pereira ramos da silva,101.1,"PORTARIA Nº 653, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=24
márcio marcolini,101.2,"PORTARIA Nº 654, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=24
milton correia dos santos filho,101.2,"PORTARIA Nº 655, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=24
maria itsuko kakazu,101.1,"PORTARIA Nº 675, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=25
monique lemos de souza horn,101.1,"PORTARIA Nº 684, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=25
jesus de nazareno magalhães de sena,101.1,"PORTARIA Nº 693, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=26
cristiane harumi okita,101.1,"PORTARIA Nº 704, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=27
daniella martins cavalcante dias,101.1,"PORTARIA Nº 713, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=27
maria do socorro niculau da cunha,101.1,"PORTARIA Nº 714, DE 23 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=27
rayara meneses maximino,102.1,PORTARIAS DE 24 DE JANEIRO DE 2019,25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=69
tânia mara de moraes,102.4,"PORTARIA Nº 180, DE 24 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=48
luiz roberto tavares de brito souza,102.2,"PORTARIA Nº 858, DE 24 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=34
marina cruz leitão,101.1,"PORTARIA Nº 859, DE 24 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=34
yasmin cruz de godoy,102.1,"PORTARIA Nº 860, DE 24 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=34
stênio granjeiro loureiro,102.3,"PORTARIA Nº  861, DE 24 DE JANEIRO DE 2019",25/01/2019,http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?data=25/01/2019&jornal=529&pagina=34
